Object_number,treatment,Feature,MAE,RMSE,MAPE,P-Value,is_good_forecast,unique_id,Treatment_Alias
45,2,Acceleration,6.246626627,6.932573326,250.9431991,0.024198742,TRUE,CELL_LINE_2_Cell_45,CELL_LINE_2
46,2,Acceleration,5.466926666,7.020390996,434.4950585,0.275245139,FALSE,CELL_LINE_2_Cell_46,CELL_LINE_2
47,2,Acceleration,4.835792754,6.127030403,173.1783491,0.087335023,FALSE,CELL_LINE_2_Cell_47,CELL_LINE_2
48,2,Acceleration,3.344821112,4.181320072,130.9929156,0.000730397,TRUE,CELL_LINE_2_Cell_48,CELL_LINE_2
49,2,Acceleration,8.931366753,9.89048828,104.5413081,0.011328598,TRUE,CELL_LINE_2_Cell_49,CELL_LINE_2
50,2,Acceleration,5.833141006,6.468134222,247.8591984,0.1983357,FALSE,CELL_LINE_2_Cell_50,CELL_LINE_2
51,2,Acceleration,5.500740986,7.145167372,105.5267382,0.000330491,TRUE,CELL_LINE_2_Cell_51,CELL_LINE_2
52,2,Acceleration,4.601665017,5.792131131,153.0366875,0.052910278,FALSE,CELL_LINE_2_Cell_52,CELL_LINE_2
53,2,Acceleration,5.339662707,7.98225217,603.096242,0.072413039,FALSE,CELL_LINE_2_Cell_53,CELL_LINE_2
54,2,Acceleration,8.303226767,11.01750873,87.60690148,0.090078435,FALSE,CELL_LINE_2_Cell_54,CELL_LINE_2
55,2,Acceleration,5.458645211,7.213809401,61.76030046,0.006263991,TRUE,CELL_LINE_2_Cell_55,CELL_LINE_2
56,2,Acceleration,2.629293841,3.113587969,155.448917,0.001515908,TRUE,CELL_LINE_2_Cell_56,CELL_LINE_2
57,2,Acceleration,5.628261502,6.551073665,145.7794103,0.23838906,FALSE,CELL_LINE_2_Cell_57,CELL_LINE_2
58,2,Acceleration,4.738042189,5.747390528,135.0492106,0.002226915,TRUE,CELL_LINE_2_Cell_58,CELL_LINE_2
59,2,Acceleration,4.310320949,4.800167549,325.0812937,0.011749746,TRUE,CELL_LINE_2_Cell_59,CELL_LINE_2
60,2,Acceleration,5.021603509,6.877527531,75.9660895,0.019440279,TRUE,CELL_LINE_2_Cell_60,CELL_LINE_2
61,2,Acceleration,3.659041224,4.20991977,236.8308997,0.043182601,TRUE,CELL_LINE_2_Cell_61,CELL_LINE_2
62,2,Acceleration,4.512518397,5.207719747,385.2860689,0.025152546,TRUE,CELL_LINE_2_Cell_62,CELL_LINE_2
63,2,Acceleration,5.750811317,6.360065383,92.2176879,0.431227175,FALSE,CELL_LINE_2_Cell_63,CELL_LINE_2
64,2,Acceleration,3.176333924,4.324217658,134.1949481,0.00017938,TRUE,CELL_LINE_2_Cell_64,CELL_LINE_2
65,2,Acceleration,5.517973185,7.389765803,92.88601049,0.055855616,FALSE,CELL_LINE_2_Cell_65,CELL_LINE_2
66,2,Acceleration,5.14387989,7.632690179,160.6827959,0.160732975,FALSE,CELL_LINE_2_Cell_66,CELL_LINE_2
67,2,Acceleration,5.795647132,7.690286098,104.7399979,0.06313605,FALSE,CELL_LINE_2_Cell_67,CELL_LINE_2
68,2,Acceleration,7.950998608,8.904396658,189.21064,0.004668633,TRUE,CELL_LINE_2_Cell_68,CELL_LINE_2
69,2,Acceleration,3.776682043,4.189263388,82.6312401,0.014710586,TRUE,CELL_LINE_2_Cell_69,CELL_LINE_2
70,2,Acceleration,5.10329761,6.694579917,146.7830929,0.021682754,TRUE,CELL_LINE_2_Cell_70,CELL_LINE_2
71,2,Acceleration,3.924503271,5.608465034,119.5836369,0.101168959,FALSE,CELL_LINE_2_Cell_71,CELL_LINE_2
72,2,Acceleration,6.181442186,7.171074265,174.3627307,0.169134444,FALSE,CELL_LINE_2_Cell_72,CELL_LINE_2
73,2,Acceleration,4.679814143,5.66243642,114.7965706,0.004390641,TRUE,CELL_LINE_2_Cell_73,CELL_LINE_2
74,2,Acceleration,6.936951591,8.046829471,151.1635106,0.011926757,TRUE,CELL_LINE_2_Cell_74,CELL_LINE_2
75,2,Acceleration,3.772907617,4.82396346,68.30974705,0.0004613,TRUE,CELL_LINE_2_Cell_75,CELL_LINE_2
76,2,Acceleration,5.255807551,7.320095033,102.6734696,0.051293481,FALSE,CELL_LINE_2_Cell_76,CELL_LINE_2
77,2,Acceleration,4.335164136,5.405359368,180.1270157,0.074654066,FALSE,CELL_LINE_2_Cell_77,CELL_LINE_2
78,2,Acceleration,3.78474778,4.309625126,113.6370107,0.011468751,TRUE,CELL_LINE_2_Cell_78,CELL_LINE_2
79,2,Acceleration,3.844745979,4.815509135,100.342285,0.018536403,TRUE,CELL_LINE_2_Cell_79,CELL_LINE_2
80,2,Acceleration,8.861229886,11.22216908,154.0636277,0.287868149,FALSE,CELL_LINE_2_Cell_80,CELL_LINE_2
81,2,Acceleration,6.063553728,6.770516695,411.1590643,0.04470876,TRUE,CELL_LINE_2_Cell_81,CELL_LINE_2
82,2,Acceleration,5.385598301,7.265319888,2024.56121,0.017079116,TRUE,CELL_LINE_2_Cell_82,CELL_LINE_2
83,2,Acceleration,5.424505507,5.999292909,203.0328866,0.071939664,FALSE,CELL_LINE_2_Cell_83,CELL_LINE_2
84,2,Acceleration,7.286450204,7.876276662,250.8919789,0.001694185,TRUE,CELL_LINE_2_Cell_84,CELL_LINE_2
85,2,Acceleration,6.365074467,6.838342775,200.893924,0.00554413,TRUE,CELL_LINE_2_Cell_85,CELL_LINE_2
86,2,Acceleration,3.443020663,4.773432923,72.38986762,0.009022077,TRUE,CELL_LINE_2_Cell_86,CELL_LINE_2
87,2,Acceleration,4.064951608,5.283951719,84.01061574,0.002759238,TRUE,CELL_LINE_2_Cell_87,CELL_LINE_2
88,2,Acceleration,6.696084482,8.429331926,123.6382597,0.008248405,TRUE,CELL_LINE_2_Cell_88,CELL_LINE_2
89,2,Acceleration,6.765460638,8.081983399,107.12145,0.042400441,TRUE,CELL_LINE_2_Cell_89,CELL_LINE_2
90,2,Acceleration,5.894525439,6.733822157,195.2293872,0.095784137,FALSE,CELL_LINE_2_Cell_90,CELL_LINE_2
91,2,Acceleration,7.903136731,8.340968146,637.2866771,0.034487383,TRUE,CELL_LINE_2_Cell_91,CELL_LINE_2
92,2,Acceleration,4.717885522,7.071377432,140.0275887,0.020399493,TRUE,CELL_LINE_2_Cell_92,CELL_LINE_2
93,2,Acceleration,4.488907007,4.920330779,88.28908134,0.2988905,FALSE,CELL_LINE_2_Cell_93,CELL_LINE_2
94,2,Acceleration,7.806424698,9.793151644,115.5396896,0.002068564,TRUE,CELL_LINE_2_Cell_94,CELL_LINE_2
95,2,Acceleration,4.96970281,6.060199393,324.2923103,0.02591847,TRUE,CELL_LINE_2_Cell_95,CELL_LINE_2
96,2,Acceleration,3.768165959,4.69544185,95.61249011,0.001815418,TRUE,CELL_LINE_2_Cell_96,CELL_LINE_2
97,2,Acceleration,3.444105914,4.086416009,66.01254842,0.007542061,TRUE,CELL_LINE_2_Cell_97,CELL_LINE_2
98,2,Acceleration,5.374983344,7.303011473,110.3571366,0.002221556,TRUE,CELL_LINE_2_Cell_98,CELL_LINE_2
99,2,Acceleration,6.468035608,9.127861596,229.4224664,0.020326083,TRUE,CELL_LINE_2_Cell_99,CELL_LINE_2
100,2,Acceleration,6.077803571,6.779616467,162.5473857,0.010845592,TRUE,CELL_LINE_2_Cell_100,CELL_LINE_2
101,2,Acceleration,5.694223045,6.907307754,103.5322488,0.005655273,TRUE,CELL_LINE_2_Cell_101,CELL_LINE_2
102,2,Acceleration,5.50423073,6.710094659,120.8917747,0.027665077,TRUE,CELL_LINE_2_Cell_102,CELL_LINE_2
103,2,Acceleration,3.961513255,5.693800002,165.5804019,0.008818783,TRUE,CELL_LINE_2_Cell_103,CELL_LINE_2
104,2,Acceleration,4.942526266,6.228143991,110.6057229,0.01176647,TRUE,CELL_LINE_2_Cell_104,CELL_LINE_2
105,2,Acceleration,5.433494316,7.860197772,161.4695729,0.071636631,FALSE,CELL_LINE_2_Cell_105,CELL_LINE_2
106,2,Acceleration,7.731409411,9.173409635,79.92038869,0.001296138,TRUE,CELL_LINE_2_Cell_106,CELL_LINE_2
107,2,Acceleration,4.224082161,5.627220789,117.3092475,0.005059555,TRUE,CELL_LINE_2_Cell_107,CELL_LINE_2
108,2,Acceleration,3.567505125,4.615745811,135.5939543,0.103321195,FALSE,CELL_LINE_2_Cell_108,CELL_LINE_2
109,2,Acceleration,3.513826439,4.064136372,1038.328788,0.052807028,FALSE,CELL_LINE_2_Cell_109,CELL_LINE_2
110,2,Acceleration,5.529936597,6.36717194,335.9180269,0.166105511,FALSE,CELL_LINE_2_Cell_110,CELL_LINE_2
111,2,Acceleration,10.2377818,11.10791576,127.6806526,2.98E-06,TRUE,CELL_LINE_2_Cell_111,CELL_LINE_2
112,2,Acceleration,5.594094515,6.861660568,114.614957,0.017291176,TRUE,CELL_LINE_2_Cell_112,CELL_LINE_2
113,2,Acceleration,4.925595758,5.755989975,118.2013681,0.014488258,TRUE,CELL_LINE_2_Cell_113,CELL_LINE_2
114,2,Acceleration,3.21248422,4.094745465,111.4590758,0.041532331,TRUE,CELL_LINE_2_Cell_114,CELL_LINE_2
115,2,Acceleration,6.353329139,8.482973505,108.9366402,0.001469549,TRUE,CELL_LINE_2_Cell_115,CELL_LINE_2
116,2,Acceleration,5.043639924,6.660898767,620.8408253,0.011527885,TRUE,CELL_LINE_2_Cell_116,CELL_LINE_2
117,2,Acceleration,6.435621086,7.981610922,165.3795068,0.028692936,TRUE,CELL_LINE_2_Cell_117,CELL_LINE_2
118,2,Acceleration,4.255756228,5.000158079,71.36806442,0.033457824,TRUE,CELL_LINE_2_Cell_118,CELL_LINE_2
119,2,Acceleration,5.395038183,6.520807029,127.6884197,0.17645647,FALSE,CELL_LINE_2_Cell_119,CELL_LINE_2
120,2,Acceleration,9.177508428,10.19629237,401.280655,0.058491415,FALSE,CELL_LINE_2_Cell_120,CELL_LINE_2
121,2,Acceleration,4.473656317,5.058386984,137.4536381,0.038936794,TRUE,CELL_LINE_2_Cell_121,CELL_LINE_2
122,2,Acceleration,4.881236241,6.186071621,93.1111328,0.000694985,TRUE,CELL_LINE_2_Cell_122,CELL_LINE_2
123,2,Acceleration,7.42410202,8.7856652,165.8806673,0.011803163,TRUE,CELL_LINE_2_Cell_123,CELL_LINE_2
124,2,Acceleration,9.710741268,10.87320921,84.49349452,0.002818107,TRUE,CELL_LINE_2_Cell_124,CELL_LINE_2
125,2,Acceleration,4.491852691,5.883039687,92.14674211,0.15661106,FALSE,CELL_LINE_2_Cell_125,CELL_LINE_2
126,2,Acceleration,5.71130377,6.225433425,146.9169166,0.023868333,TRUE,CELL_LINE_2_Cell_126,CELL_LINE_2
127,2,Acceleration,4.909263634,6.501818742,159.8556136,0.168126786,FALSE,CELL_LINE_2_Cell_127,CELL_LINE_2
128,2,Acceleration,6.143403756,7.586085565,119.4817109,0.003982752,TRUE,CELL_LINE_2_Cell_128,CELL_LINE_2
129,2,Acceleration,6.949067182,7.915803308,77.25100126,0.000201817,TRUE,CELL_LINE_2_Cell_129,CELL_LINE_2
130,2,Acceleration,6.912000416,7.769942968,108.5378212,0.018349472,TRUE,CELL_LINE_2_Cell_130,CELL_LINE_2
131,2,Acceleration,7.47610122,9.011453035,925.6011852,0.003141271,TRUE,CELL_LINE_2_Cell_131,CELL_LINE_2
132,2,Acceleration,3.406734058,4.480963766,1568.418963,0.183174502,FALSE,CELL_LINE_2_Cell_132,CELL_LINE_2
133,2,Acceleration,9.955834287,13.01575738,96.06217953,0.0038578,TRUE,CELL_LINE_2_Cell_133,CELL_LINE_2
134,2,Acceleration,5.93546925,6.375051283,95.95604806,0.014885148,TRUE,CELL_LINE_2_Cell_134,CELL_LINE_2
135,2,Acceleration,3.641892118,4.283676683,143.1915819,0.007309133,TRUE,CELL_LINE_2_Cell_135,CELL_LINE_2
136,2,Acceleration,317.0007577,515.6499324,21410.90218,0.600466088,FALSE,CELL_LINE_2_Cell_136,CELL_LINE_2
137,2,Acceleration,6.022413206,7.607898027,86.26569111,0.091503336,FALSE,CELL_LINE_2_Cell_137,CELL_LINE_2
138,2,Acceleration,3.931378113,4.404137593,400.1043188,0.064715619,FALSE,CELL_LINE_2_Cell_138,CELL_LINE_2
139,2,Acceleration,6.078513906,8.067410894,88.76201383,0.469862218,FALSE,CELL_LINE_2_Cell_139,CELL_LINE_2
140,2,Acceleration,6.566396153,6.9938938,586.5342444,0.017722552,TRUE,CELL_LINE_2_Cell_140,CELL_LINE_2
141,2,Acceleration,4.29526073,5.02421379,139.8511734,0.000734867,TRUE,CELL_LINE_2_Cell_141,CELL_LINE_2
142,2,Acceleration,1.928745784,2.646251832,68.36623849,0.024114098,TRUE,CELL_LINE_2_Cell_142,CELL_LINE_2
143,2,Acceleration,7.738816293,9.195289343,91.18842662,0.02047633,TRUE,CELL_LINE_2_Cell_143,CELL_LINE_2
144,2,Acceleration,5.876124188,7.607483981,87.04366755,0.016840661,TRUE,CELL_LINE_2_Cell_144,CELL_LINE_2
145,2,Acceleration,4.988895779,5.35253127,235.2545994,0.037083225,TRUE,CELL_LINE_2_Cell_145,CELL_LINE_2
146,2,Acceleration,7.107753181,9.945718824,109.0605527,0.005373429,TRUE,CELL_LINE_2_Cell_146,CELL_LINE_2
147,2,Acceleration,6.018870868,6.937459014,79.14241683,0.009087476,TRUE,CELL_LINE_2_Cell_147,CELL_LINE_2
148,2,Acceleration,5.388400374,6.895520859,120.8484614,0.064758438,FALSE,CELL_LINE_2_Cell_148,CELL_LINE_2
149,2,Acceleration,6.969237505,8.096941869,8561.752097,0.029600264,TRUE,CELL_LINE_2_Cell_149,CELL_LINE_2
150,2,Acceleration,3.563477907,4.394175475,90.75836568,0.040574325,TRUE,CELL_LINE_2_Cell_150,CELL_LINE_2
151,2,Acceleration,5.516755883,7.303903983,171.7837302,0.002355551,TRUE,CELL_LINE_2_Cell_151,CELL_LINE_2
152,2,Acceleration,6.455536247,8.151226029,115.1376296,0.098883327,FALSE,CELL_LINE_2_Cell_152,CELL_LINE_2
153,2,Acceleration,6.655686679,7.893251753,446.9070166,0.011671688,TRUE,CELL_LINE_2_Cell_153,CELL_LINE_2
154,2,Acceleration,6.426104157,7.066003475,111.1372733,0.105287724,FALSE,CELL_LINE_2_Cell_154,CELL_LINE_2
155,2,Acceleration,5.35786681,7.17518071,79.10353337,0.020772103,TRUE,CELL_LINE_2_Cell_155,CELL_LINE_2
156,2,Acceleration,5.552898532,7.010278045,188.9987489,0.009262933,TRUE,CELL_LINE_2_Cell_156,CELL_LINE_2
157,2,Acceleration,8.642157321,10.54272021,509.704682,0.009542095,TRUE,CELL_LINE_2_Cell_157,CELL_LINE_2
158,2,Acceleration,4.66537247,5.913623523,267.9779575,0.063326971,FALSE,CELL_LINE_2_Cell_158,CELL_LINE_2
159,2,Acceleration,6.835399878,8.284987507,186.6261362,0.001577873,TRUE,CELL_LINE_2_Cell_159,CELL_LINE_2
160,2,Acceleration,4.869197481,5.785132055,185.5139507,0.021219641,TRUE,CELL_LINE_2_Cell_160,CELL_LINE_2
161,2,Acceleration,5.827545581,6.317269621,143.4120935,0.016245451,TRUE,CELL_LINE_2_Cell_161,CELL_LINE_2
162,2,Acceleration,3.837778241,5.828972535,86.3529853,0.063336183,FALSE,CELL_LINE_2_Cell_162,CELL_LINE_2
163,2,Acceleration,3.523300572,6.550653005,140.7197624,0.059907718,FALSE,CELL_LINE_2_Cell_163,CELL_LINE_2
164,2,Acceleration,2.947732882,3.920177514,109.2582156,0.137218108,FALSE,CELL_LINE_2_Cell_164,CELL_LINE_2
165,2,Acceleration,6.548152186,7.683649373,87.94166743,0.011055365,TRUE,CELL_LINE_2_Cell_165,CELL_LINE_2
166,2,Acceleration,5.6794747,7.307824166,71.1814572,0.024842933,TRUE,CELL_LINE_2_Cell_166,CELL_LINE_2
167,2,Acceleration,6.868044883,8.018386378,90.84291934,0.015086341,TRUE,CELL_LINE_2_Cell_167,CELL_LINE_2
168,2,Acceleration,8.006416229,9.599265177,147.0235855,0.000104839,TRUE,CELL_LINE_2_Cell_168,CELL_LINE_2
169,2,Acceleration,5.277253207,5.858235895,551.1956676,0.008198123,TRUE,CELL_LINE_2_Cell_169,CELL_LINE_2
170,2,Acceleration,4.04566748,6.230207528,82.57840022,0.017772429,TRUE,CELL_LINE_2_Cell_170,CELL_LINE_2
171,2,Acceleration,3.936831974,5.01518935,93.06421628,0.026408427,TRUE,CELL_LINE_2_Cell_171,CELL_LINE_2
172,2,Acceleration,4.92270797,6.733187338,1784.247747,0.038760375,TRUE,CELL_LINE_2_Cell_172,CELL_LINE_2
173,2,Acceleration,3.520738061,4.030439907,118.3989619,0.07249629,FALSE,CELL_LINE_2_Cell_173,CELL_LINE_2
174,2,Acceleration,5.47871068,6.283144496,347.894553,0.007797871,TRUE,CELL_LINE_2_Cell_174,CELL_LINE_2
175,2,Acceleration,4.772260863,5.4374836,497.0401962,0.004078404,TRUE,CELL_LINE_2_Cell_175,CELL_LINE_2
176,2,Acceleration,3.501914739,4.6058738,213.6278773,0.063694036,FALSE,CELL_LINE_2_Cell_176,CELL_LINE_2
177,2,Acceleration,3.099177086,3.403483373,163.9978167,0.04354314,TRUE,CELL_LINE_2_Cell_177,CELL_LINE_2
178,2,Acceleration,5.318108248,6.10222755,228.2511557,0.005121075,TRUE,CELL_LINE_2_Cell_178,CELL_LINE_2
179,2,Acceleration,4.53204676,5.789022879,74.18278351,0.000750185,TRUE,CELL_LINE_2_Cell_179,CELL_LINE_2
180,2,Acceleration,4.467893773,5.613309087,425.0566073,0.004440516,TRUE,CELL_LINE_2_Cell_180,CELL_LINE_2
181,2,Acceleration,6.65035057,7.6368612,602.7934557,0.090710488,FALSE,CELL_LINE_2_Cell_181,CELL_LINE_2
182,2,Acceleration,3.717574737,4.558923217,308.8514364,0.514114324,FALSE,CELL_LINE_2_Cell_182,CELL_LINE_2
183,2,Acceleration,6.640407818,9.609866027,161.9154184,0.030253575,TRUE,CELL_LINE_2_Cell_183,CELL_LINE_2
184,2,Acceleration,3.728345199,6.106352873,206.8821637,0.180111502,FALSE,CELL_LINE_2_Cell_184,CELL_LINE_2
185,2,Acceleration,8.777785492,12.02983694,76.21191764,0.005560165,TRUE,CELL_LINE_2_Cell_185,CELL_LINE_2
186,2,Acceleration,5.655950523,6.638537859,328.2377293,0.118879284,FALSE,CELL_LINE_2_Cell_186,CELL_LINE_2
187,2,Acceleration,6.751519262,7.827699787,118.4719493,0.012608311,TRUE,CELL_LINE_2_Cell_187,CELL_LINE_2
188,2,Acceleration,2.963491934,3.947846984,121.8008221,0.073385252,FALSE,CELL_LINE_2_Cell_188,CELL_LINE_2
189,2,Acceleration,3.330251629,3.408021299,259.9627208,4.00E-06,TRUE,CELL_LINE_2_Cell_189,CELL_LINE_2
190,2,Acceleration,1.127592721,1.253290033,94.32569837,0.073337662,FALSE,CELL_LINE_2_Cell_190,CELL_LINE_2
191,2,Acceleration,11.3557145,11.7752606,89.77625885,2.64E-14,TRUE,CELL_LINE_2_Cell_191,CELL_LINE_2
192,2,Acceleration,7.196961842,7.813320383,361.2371084,7.72E-11,TRUE,CELL_LINE_2_Cell_192,CELL_LINE_2
193,2,Acceleration,2.602770879,2.604199559,1489.896251,0.000110356,TRUE,CELL_LINE_2_Cell_193,CELL_LINE_2
194,2,Acceleration,3.075234613,3.162086373,283.8163,4.40E-08,TRUE,CELL_LINE_2_Cell_194,CELL_LINE_2
195,2,Acceleration,4.656010539,4.691370432,60.76562082,1.38E-14,TRUE,CELL_LINE_2_Cell_195,CELL_LINE_2
196,2,Acceleration,1.471587285,1.625745228,24.07744633,9.50E-14,TRUE,CELL_LINE_2_Cell_196,CELL_LINE_2
197,2,Acceleration,28.26018354,31.80174889,679.4895653,4.42E-24,TRUE,CELL_LINE_2_Cell_197,CELL_LINE_2
198,2,Acceleration,25.85608728,32.34840355,1234.579533,3.49E-14,TRUE,CELL_LINE_2_Cell_198,CELL_LINE_2
199,2,Acceleration,6.473123351,7.919529206,190.9997695,0.004989233,TRUE,CELL_LINE_2_Cell_199,CELL_LINE_2
200,2,Acceleration,5.146264952,6.1531441,101.2946485,0.062627519,FALSE,CELL_LINE_2_Cell_200,CELL_LINE_2
201,2,Acceleration,5.852884782,7.213055506,204.4102975,0.110225733,FALSE,CELL_LINE_2_Cell_201,CELL_LINE_2
202,2,Acceleration,3.820688859,4.776247757,92.18400923,0.00117974,TRUE,CELL_LINE_2_Cell_202,CELL_LINE_2
203,2,Acceleration,4.287989638,5.347741896,156.7054999,0.129255234,FALSE,CELL_LINE_2_Cell_203,CELL_LINE_2
204,2,Acceleration,7.460464911,9.989233833,3208.854938,0.774444677,FALSE,CELL_LINE_2_Cell_204,CELL_LINE_2
205,2,Acceleration,5.707975798,7.669321214,386.2785971,0.000989808,TRUE,CELL_LINE_2_Cell_205,CELL_LINE_2
206,2,Acceleration,5.582732561,7.507335252,78.14338803,0.045755502,TRUE,CELL_LINE_2_Cell_206,CELL_LINE_2
207,2,Acceleration,7.638132283,9.070954675,210.3160725,0.039701217,TRUE,CELL_LINE_2_Cell_207,CELL_LINE_2
208,2,Acceleration,5.852474891,9.203259407,236.15003,0.01015756,TRUE,CELL_LINE_2_Cell_208,CELL_LINE_2
209,2,Acceleration,4.65258131,7.779594,280.1781326,0.05590636,FALSE,CELL_LINE_2_Cell_209,CELL_LINE_2
210,2,Acceleration,3.478311246,4.533645931,867.8959817,0.323449056,FALSE,CELL_LINE_2_Cell_210,CELL_LINE_2
211,2,Acceleration,5.002431123,7.075966399,78.09680161,0.08162546,FALSE,CELL_LINE_2_Cell_211,CELL_LINE_2
212,2,Acceleration,0.000789625,0.000805144,0.088850953,0.406994554,FALSE,CELL_LINE_2_Cell_212,CELL_LINE_2
213,2,Acceleration,0.024089336,0.031700275,53.53870315,,FALSE,CELL_LINE_2_Cell_213,CELL_LINE_2
214,2,Acceleration,0.068480701,0.08091851,152.1987937,,FALSE,CELL_LINE_2_Cell_214,CELL_LINE_2
215,2,Acceleration,0.038831403,0.046391527,86.30304097,,FALSE,CELL_LINE_2_Cell_215,CELL_LINE_2
216,2,Acceleration,0.03532307,0.055228746,78.50574691,,FALSE,CELL_LINE_2_Cell_216,CELL_LINE_2
217,2,Acceleration,0.280188145,0.287872166,622.7199328,,FALSE,CELL_LINE_2_Cell_217,CELL_LINE_2
218,2,Acceleration,0.021224269,0.026155435,47.17107269,,FALSE,CELL_LINE_2_Cell_218,CELL_LINE_2
219,2,Acceleration,0.110135845,0.13915165,244.7776157,,FALSE,CELL_LINE_2_Cell_219,CELL_LINE_2
220,2,Acceleration,0.165273986,0.192470019,367.3224839,,FALSE,CELL_LINE_2_Cell_220,CELL_LINE_2
221,2,Acceleration,0.109118155,0.111284742,242.5157923,,FALSE,CELL_LINE_2_Cell_221,CELL_LINE_2
222,2,Acceleration,0.051522978,0.058863467,114.5101463,,FALSE,CELL_LINE_2_Cell_222,CELL_LINE_2
223,2,Acceleration,0.037892122,0.048663979,84.21548184,,FALSE,CELL_LINE_2_Cell_223,CELL_LINE_2
224,2,Acceleration,0.069916014,0.122575542,155.3887864,,FALSE,CELL_LINE_2_Cell_224,CELL_LINE_2
225,2,Acceleration,0.029579805,0.035365455,65.74130478,,FALSE,CELL_LINE_2_Cell_225,CELL_LINE_2
226,2,Acceleration,0.018518931,0.022972322,41.15844255,,FALSE,CELL_LINE_2_Cell_226,CELL_LINE_2
227,2,Acceleration,0.093009076,0.112759721,206.7132632,,FALSE,CELL_LINE_2_Cell_227,CELL_LINE_2
228,2,Acceleration,0.183747924,0.211340173,408.3809301,,FALSE,CELL_LINE_2_Cell_228,CELL_LINE_2
229,2,Acceleration,0.055755139,0.061166283,123.9161503,,FALSE,CELL_LINE_2_Cell_229,CELL_LINE_2
230,2,Acceleration,5.111090149,7.475742547,11359.43035,,FALSE,CELL_LINE_2_Cell_230,CELL_LINE_2
231,2,Acceleration,0.016072057,0.025057144,35.72024784,,FALSE,CELL_LINE_2_Cell_231,CELL_LINE_2
232,2,Acceleration,0.368670887,0.371906382,819.3733895,,FALSE,CELL_LINE_2_Cell_232,CELL_LINE_2
233,2,Acceleration,0.03664633,0.045197637,81.44670082,,FALSE,CELL_LINE_2_Cell_233,CELL_LINE_2
234,2,Acceleration,0.037831633,0.044403227,84.08104596,,FALSE,CELL_LINE_2_Cell_234,CELL_LINE_2
235,2,Acceleration,0.039083507,0.045910978,86.86334232,,FALSE,CELL_LINE_2_Cell_235,CELL_LINE_2
236,2,Acceleration,0.041612231,0.061833906,92.48344756,,FALSE,CELL_LINE_2_Cell_236,CELL_LINE_2
237,2,Acceleration,0.024340684,0.026079706,54.09732425,,FALSE,CELL_LINE_2_Cell_237,CELL_LINE_2
238,2,Acceleration,0.036156952,0.041926823,80.35905583,,FALSE,CELL_LINE_2_Cell_238,CELL_LINE_2
239,2,Acceleration,0.042883866,0.052343236,95.30966515,,FALSE,CELL_LINE_2_Cell_239,CELL_LINE_2
240,2,Acceleration,0.129624039,0.202592052,288.0902509,,FALSE,CELL_LINE_2_Cell_240,CELL_LINE_2
241,2,Acceleration,0.203707914,0.25434911,452.7421339,,FALSE,CELL_LINE_2_Cell_241,CELL_LINE_2
242,2,Acceleration,0.031584877,0.034972047,70.19759026,,FALSE,CELL_LINE_2_Cell_242,CELL_LINE_2
243,2,Acceleration,0.365320933,0.473391508,811.9280968,,FALSE,CELL_LINE_2_Cell_243,CELL_LINE_2
244,2,Acceleration,0.019102323,0.022664923,42.45503436,,FALSE,CELL_LINE_2_Cell_244,CELL_LINE_2
245,2,Acceleration,0.038772018,0.066782663,86.17105614,,FALSE,CELL_LINE_2_Cell_245,CELL_LINE_2
246,2,Acceleration,0.037739922,0.048273925,83.87721659,,FALSE,CELL_LINE_2_Cell_246,CELL_LINE_2
247,2,Acceleration,0.028337321,0.040602812,62.9798762,,FALSE,CELL_LINE_2_Cell_247,CELL_LINE_2
248,2,Acceleration,0.601711383,1.223962768,1337.307374,,FALSE,CELL_LINE_2_Cell_248,CELL_LINE_2
1,2,Speed,3.268364987,3.604584278,78.18518262,0.000567794,TRUE,CELL_LINE_2_Cell_1,CELL_LINE_2
2,2,Speed,3.363559525,4.207768392,75.61982914,1.59E-06,TRUE,CELL_LINE_2_Cell_2,CELL_LINE_2
3,2,Speed,2.718370963,3.187075626,54.4758242,6.29E-05,TRUE,CELL_LINE_2_Cell_3,CELL_LINE_2
4,2,Speed,2.283717986,2.919673899,27.77458149,0.000105872,TRUE,CELL_LINE_2_Cell_4,CELL_LINE_2
5,2,Speed,2.810219562,3.849928267,20.80372712,0.000927516,TRUE,CELL_LINE_2_Cell_5,CELL_LINE_2
6,2,Speed,2.251048373,3.299817615,19.03136274,0.000341123,TRUE,CELL_LINE_2_Cell_6,CELL_LINE_2
7,2,Speed,3.219964226,3.942615664,36.56959298,0.001270681,TRUE,CELL_LINE_2_Cell_7,CELL_LINE_2
8,2,Speed,3.049588798,3.609062055,40.83988167,0.000212538,TRUE,CELL_LINE_2_Cell_8,CELL_LINE_2
9,2,Speed,3.208640001,3.923240087,48.60839455,2.51E-05,TRUE,CELL_LINE_2_Cell_9,CELL_LINE_2
10,2,Speed,2.104936239,2.529359898,58.85416273,1.39E-05,TRUE,CELL_LINE_2_Cell_10,CELL_LINE_2
11,2,Speed,1.483194487,1.727727992,26.46595847,2.05E-06,TRUE,CELL_LINE_2_Cell_11,CELL_LINE_2
12,2,Speed,2.354256526,3.149309529,30.28215699,7.60E-05,TRUE,CELL_LINE_2_Cell_12,CELL_LINE_2
13,2,Speed,2.232226366,2.680667856,47.25996977,9.74E-06,TRUE,CELL_LINE_2_Cell_13,CELL_LINE_2
