Object_number,treatment,Feature,MAE,RMSE,MAPE,P-Value,is_good_forecast,unique_id,Treatment_Alias
235,2,Speed,0.334482137,0.342165614,3.589418031,,FALSE,CELL_LINE_2_Cell_235,CELL_LINE_2
236,2,Speed,0.088992349,0.095001044,0.9550009,,FALSE,CELL_LINE_2_Cell_236,CELL_LINE_2
237,2,Speed,0.126691953,0.129308809,1.359565519,,FALSE,CELL_LINE_2_Cell_237,CELL_LINE_2
238,2,Speed,0.071720067,0.078392038,0.769647387,,FALSE,CELL_LINE_2_Cell_238,CELL_LINE_2
239,2,Speed,0.138154546,0.154448194,1.482573697,,FALSE,CELL_LINE_2_Cell_239,CELL_LINE_2
240,2,Speed,0.353056056,0.387873498,3.788739767,,FALSE,CELL_LINE_2_Cell_240,CELL_LINE_2
241,2,Speed,0.116960151,0.138602771,1.255130925,,FALSE,CELL_LINE_2_Cell_241,CELL_LINE_2
242,2,Speed,0.120725957,0.133479321,1.295542809,,FALSE,CELL_LINE_2_Cell_242,CELL_LINE_2
243,2,Speed,0.473857268,0.499623665,5.085090158,,FALSE,CELL_LINE_2_Cell_243,CELL_LINE_2
244,2,Speed,0.099819986,0.105662055,1.07119519,,FALSE,CELL_LINE_2_Cell_244,CELL_LINE_2
245,2,Speed,0.058893769,0.074078998,0.632004923,,FALSE,CELL_LINE_2_Cell_245,CELL_LINE_2
246,2,Speed,0.093280736,0.102382086,1.001020741,,FALSE,CELL_LINE_2_Cell_246,CELL_LINE_2
247,2,Speed,0.095194951,0.097070125,1.021562699,,FALSE,CELL_LINE_2_Cell_247,CELL_LINE_2
248,2,Speed,0.400524906,0.455229897,4.298140797,,FALSE,CELL_LINE_2_Cell_248,CELL_LINE_2
1,2,Distance,3.032844576,3.351425746,72.36632688,0.000457343,TRUE,CELL_LINE_2_Cell_1,CELL_LINE_2
2,2,Distance,3.462904589,4.404343841,68.9073777,1.33E-06,TRUE,CELL_LINE_2_Cell_2,CELL_LINE_2
3,2,Distance,2.797794534,3.152935854,54.89374567,3.14E-05,TRUE,CELL_LINE_2_Cell_3,CELL_LINE_2
4,2,Distance,2.220253258,2.695660263,29.20943417,0.000138795,TRUE,CELL_LINE_2_Cell_4,CELL_LINE_2
5,2,Distance,2.744103081,3.74227545,20.25334889,0.000537727,TRUE,CELL_LINE_2_Cell_5,CELL_LINE_2
6,2,Distance,2.095975674,3.37052469,16.50496835,0.000241188,TRUE,CELL_LINE_2_Cell_6,CELL_LINE_2
7,2,Distance,3.377054516,4.268334002,39.43218084,0.001378936,TRUE,CELL_LINE_2_Cell_7,CELL_LINE_2
8,2,Distance,3.119255851,3.606057504,44.75418366,0.000243188,TRUE,CELL_LINE_2_Cell_8,CELL_LINE_2
9,2,Distance,3.113153837,3.829068407,53.38250652,2.66E-05,TRUE,CELL_LINE_2_Cell_9,CELL_LINE_2
10,2,Distance,2.191968366,2.556757352,58.19179438,1.29E-05,TRUE,CELL_LINE_2_Cell_10,CELL_LINE_2
11,2,Distance,1.423872226,1.741805946,22.97495472,1.41E-05,TRUE,CELL_LINE_2_Cell_11,CELL_LINE_2
12,2,Distance,3.036989186,4.129295605,32.81242993,0.001021907,TRUE,CELL_LINE_2_Cell_12,CELL_LINE_2
13,2,Distance,2.248886803,2.709934829,46.44485711,7.48E-06,TRUE,CELL_LINE_2_Cell_13,CELL_LINE_2
14,2,Distance,2.718369135,2.837881249,138.2213518,2.04E-05,TRUE,CELL_LINE_2_Cell_14,CELL_LINE_2
15,2,Distance,2.585711134,3.372637287,114.39971,6.06E-05,TRUE,CELL_LINE_2_Cell_15,CELL_LINE_2
16,2,Distance,2.296810786,3.77597228,44.82756767,0.96481719,FALSE,CELL_LINE_2_Cell_16,CELL_LINE_2
17,2,Distance,3.573508176,4.042833751,29.67144379,7.05E-06,TRUE,CELL_LINE_2_Cell_17,CELL_LINE_2
18,2,Distance,2.398869018,3.280791894,76.90100686,5.02E-05,TRUE,CELL_LINE_2_Cell_18,CELL_LINE_2
19,2,Distance,2.491284811,2.730763119,96.64105131,0.000522673,TRUE,CELL_LINE_2_Cell_19,CELL_LINE_2
20,2,Distance,2.031173825,2.385979058,39.29348457,0.000584838,TRUE,CELL_LINE_2_Cell_20,CELL_LINE_2
21,2,Distance,1.297191651,1.650243599,21.22926401,3.87E-05,TRUE,CELL_LINE_2_Cell_21,CELL_LINE_2
22,2,Distance,64.6083221,85.72725848,2068.503687,0.838361491,FALSE,CELL_LINE_2_Cell_22,CELL_LINE_2
23,2,Distance,1.696851396,2.241276363,19.15016714,1.07E-06,TRUE,CELL_LINE_2_Cell_23,CELL_LINE_2
24,2,Distance,0.974399022,1.31578997,13.50629737,1.46E-06,TRUE,CELL_LINE_2_Cell_24,CELL_LINE_2
25,2,Distance,1.923939977,2.474563384,34.6052017,0.004426088,TRUE,CELL_LINE_2_Cell_25,CELL_LINE_2
26,2,Distance,2.055709045,2.193888399,23.63565229,0.000361968,TRUE,CELL_LINE_2_Cell_26,CELL_LINE_2
27,2,Distance,2.263252863,2.478411798,60.48112644,0.000270123,TRUE,CELL_LINE_2_Cell_27,CELL_LINE_2
28,2,Distance,1.894950188,2.301719879,25.63550001,0.000114233,TRUE,CELL_LINE_2_Cell_28,CELL_LINE_2
29,2,Distance,2.198050164,2.681274064,56.95715119,0.000108325,TRUE,CELL_LINE_2_Cell_29,CELL_LINE_2
30,2,Distance,3.10208273,3.202494491,157.5492857,0.15252128,FALSE,CELL_LINE_2_Cell_30,CELL_LINE_2
31,2,Distance,2.140562411,2.471405154,84.93240937,4.54E-05,TRUE,CELL_LINE_2_Cell_31,CELL_LINE_2
32,2,Distance,2.588049084,3.095958859,157.6866395,0.000196885,TRUE,CELL_LINE_2_Cell_32,CELL_LINE_2
33,2,Distance,2.447491952,2.775694819,58.91614801,2.66E-06,TRUE,CELL_LINE_2_Cell_33,CELL_LINE_2
34,2,Distance,3.252918087,3.652226613,258.8114104,0.000569551,TRUE,CELL_LINE_2_Cell_34,CELL_LINE_2
35,2,Distance,5.686379304,8.014273564,58.17131782,0.352459989,FALSE,CELL_LINE_2_Cell_35,CELL_LINE_2
36,2,Distance,2.526080941,2.793329298,35.0628449,0.000291313,TRUE,CELL_LINE_2_Cell_36,CELL_LINE_2
37,2,Distance,0.998658789,1.211665586,19.14511222,2.75E-06,TRUE,CELL_LINE_2_Cell_37,CELL_LINE_2
38,2,Distance,2.264366484,2.4565119,54.4456017,3.13E-05,TRUE,CELL_LINE_2_Cell_38,CELL_LINE_2
39,2,Distance,3.060066331,3.826366189,27.02821304,5.30E-05,TRUE,CELL_LINE_2_Cell_39,CELL_LINE_2
40,2,Distance,2.392172615,2.712750242,23.89821084,0.00023678,TRUE,CELL_LINE_2_Cell_40,CELL_LINE_2
41,2,Distance,3.44775405,4.403383934,152.9744338,2.94E-06,TRUE,CELL_LINE_2_Cell_41,CELL_LINE_2
42,2,Distance,1.050394373,1.231663222,16.74024506,1.68E-05,TRUE,CELL_LINE_2_Cell_42,CELL_LINE_2
43,2,Distance,2.724090892,3.089608022,68.10269681,0.001503115,TRUE,CELL_LINE_2_Cell_43,CELL_LINE_2
44,2,Distance,2.190562579,2.440329385,56.81252301,0.002155772,TRUE,CELL_LINE_2_Cell_44,CELL_LINE_2
45,2,Distance,2.522246584,2.92021343,34.91399526,4.67E-05,TRUE,CELL_LINE_2_Cell_45,CELL_LINE_2
46,2,Distance,1.953419309,2.410577685,31.84040411,3.33E-06,TRUE,CELL_LINE_2_Cell_46,CELL_LINE_2
47,2,Distance,2.47018357,3.198352471,55.80060961,0.000176735,TRUE,CELL_LINE_2_Cell_47,CELL_LINE_2
48,2,Distance,1.559895244,1.784759212,25.88135128,6.99E-07,TRUE,CELL_LINE_2_Cell_48,CELL_LINE_2
49,2,Distance,3.652457866,4.544869025,35.49111977,4.04E-05,TRUE,CELL_LINE_2_Cell_49,CELL_LINE_2
50,2,Distance,1.925672648,2.496914773,18.65451752,0.001417689,TRUE,CELL_LINE_2_Cell_50,CELL_LINE_2
51,2,Distance,2.70851008,3.289468,29.09071763,3.58E-07,TRUE,CELL_LINE_2_Cell_51,CELL_LINE_2
52,2,Distance,2.130843788,2.440906089,179.7502234,5.84E-05,TRUE,CELL_LINE_2_Cell_52,CELL_LINE_2
53,2,Distance,2.559615328,3.494807274,20.95441316,9.48E-05,TRUE,CELL_LINE_2_Cell_53,CELL_LINE_2
54,2,Distance,2.656560516,3.462684994,76.30753567,7.17E-06,TRUE,CELL_LINE_2_Cell_54,CELL_LINE_2
55,2,Distance,2.186014373,2.596249125,41.95804632,3.87E-06,TRUE,CELL_LINE_2_Cell_55,CELL_LINE_2
56,2,Distance,0.611028087,0.735212762,12.46416502,5.46E-06,TRUE,CELL_LINE_2_Cell_56,CELL_LINE_2
57,2,Distance,2.6497123,3.36503693,35.73187162,0.001823833,TRUE,CELL_LINE_2_Cell_57,CELL_LINE_2
58,2,Distance,2.515043912,2.710511071,23.69500014,3.51E-06,TRUE,CELL_LINE_2_Cell_58,CELL_LINE_2
59,2,Distance,1.849020519,2.184335427,51.76040384,1.80E-05,TRUE,CELL_LINE_2_Cell_59,CELL_LINE_2
60,2,Distance,2.008751204,2.611140842,37.41170766,9.73E-05,TRUE,CELL_LINE_2_Cell_60,CELL_LINE_2
61,2,Distance,2.178024881,2.477597929,155.9848013,6.27E-05,TRUE,CELL_LINE_2_Cell_61,CELL_LINE_2
62,2,Distance,4.688619934,4.881225015,34.00582078,3.01E-05,TRUE,CELL_LINE_2_Cell_62,CELL_LINE_2
63,2,Distance,2.298808298,2.898579514,215.3690007,0.009541762,TRUE,CELL_LINE_2_Cell_63,CELL_LINE_2
64,2,Distance,1.48986105,1.724787215,31.19483134,2.46E-07,TRUE,CELL_LINE_2_Cell_64,CELL_LINE_2
65,2,Distance,2.273017351,3.071866566,35.78771085,1.73E-05,TRUE,CELL_LINE_2_Cell_65,CELL_LINE_2
66,2,Distance,2.863414112,3.479231254,25.15909696,0.007558201,TRUE,CELL_LINE_2_Cell_66,CELL_LINE_2
67,2,Distance,4.081275415,4.549912526,149.2547903,0.004357009,TRUE,CELL_LINE_2_Cell_67,CELL_LINE_2
68,2,Distance,2.970501244,3.483126002,96.71443138,8.19E-05,TRUE,CELL_LINE_2_Cell_68,CELL_LINE_2
69,2,Distance,1.868786104,2.154350923,15.59497589,3.64E-05,TRUE,CELL_LINE_2_Cell_69,CELL_LINE_2
70,2,Distance,2.364628052,2.748783316,282.8323127,2.14E-05,TRUE,CELL_LINE_2_Cell_70,CELL_LINE_2
71,2,Distance,3.493540673,4.46044026,31.40613302,2.89E-05,TRUE,CELL_LINE_2_Cell_71,CELL_LINE_2
72,2,Distance,3.600255677,4.178406894,100.0151296,5.42E-05,TRUE,CELL_LINE_2_Cell_72,CELL_LINE_2
73,2,Distance,1.636204127,2.146737307,44.25728457,4.70E-06,TRUE,CELL_LINE_2_Cell_73,CELL_LINE_2
74,2,Distance,2.60344263,3.006022455,41.62268397,0.000106724,TRUE,CELL_LINE_2_Cell_74,CELL_LINE_2
75,2,Distance,2.110517774,3.146564983,36.43961325,1.21E-07,TRUE,CELL_LINE_2_Cell_75,CELL_LINE_2
76,2,Distance,3.564907402,4.305911891,31.74341507,0.000230425,TRUE,CELL_LINE_2_Cell_76,CELL_LINE_2
77,2,Distance,2.028451169,2.373164726,43.93785535,0.000147988,TRUE,CELL_LINE_2_Cell_77,CELL_LINE_2
78,2,Distance,1.592349346,1.901972318,35.63582769,2.17E-05,TRUE,CELL_LINE_2_Cell_78,CELL_LINE_2
79,2,Distance,2.277609581,2.634737499,354.5430145,1.16E-05,TRUE,CELL_LINE_2_Cell_79,CELL_LINE_2
80,2,Distance,18.94429315,21.85208287,129.4964106,0.667153597,FALSE,CELL_LINE_2_Cell_80,CELL_LINE_2
81,2,Distance,2.977293821,3.225274645,75.43966651,6.43E-06,TRUE,CELL_LINE_2_Cell_81,CELL_LINE_2
82,2,Distance,2.615136007,3.505598439,96.581926,2.62E-06,TRUE,CELL_LINE_2_Cell_82,CELL_LINE_2
83,2,Distance,1.70938739,2.072366283,35.20857071,0.000249565,TRUE,CELL_LINE_2_Cell_83,CELL_LINE_2
84,2,Distance,3.94731916,4.285672257,39.88826867,8.47E-06,TRUE,CELL_LINE_2_Cell_84,CELL_LINE_2
85,2,Distance,3.350626069,3.6863452,149.1711109,3.20E-06,TRUE,CELL_LINE_2_Cell_85,CELL_LINE_2
86,2,Distance,0.980224777,1.234553824,15.76870749,2.25E-05,TRUE,CELL_LINE_2_Cell_86,CELL_LINE_2
87,2,Distance,1.427564367,1.832234875,20.5176905,7.54E-07,TRUE,CELL_LINE_2_Cell_87,CELL_LINE_2
88,2,Distance,2.767973739,3.599888058,43.2181299,1.40E-05,TRUE,CELL_LINE_2_Cell_88,CELL_LINE_2
89,2,Distance,3.008963026,3.658021522,55.82890018,9.39E-05,TRUE,CELL_LINE_2_Cell_89,CELL_LINE_2
90,2,Distance,2.734111768,3.440473802,37.00256606,8.31E-05,TRUE,CELL_LINE_2_Cell_90,CELL_LINE_2
91,2,Distance,4.262865622,4.451797257,156.6415466,0.000112099,TRUE,CELL_LINE_2_Cell_91,CELL_LINE_2
92,2,Distance,2.534561651,3.130125794,51.65129594,5.19E-06,TRUE,CELL_LINE_2_Cell_92,CELL_LINE_2
93,2,Distance,2.602521823,3.231558944,22.9716586,0.002899072,TRUE,CELL_LINE_2_Cell_93,CELL_LINE_2
94,2,Distance,5.132482558,6.404930755,40.26455327,3.27E-05,TRUE,CELL_LINE_2_Cell_94,CELL_LINE_2
95,2,Distance,2.351703806,2.815518154,29.04814761,1.52E-05,TRUE,CELL_LINE_2_Cell_95,CELL_LINE_2
96,2,Distance,2.506480238,3.145360143,43.68552362,0.000201726,TRUE,CELL_LINE_2_Cell_96,CELL_LINE_2
97,2,Distance,1.14263407,1.530150325,66.88087273,4.46E-06,TRUE,CELL_LINE_2_Cell_97,CELL_LINE_2
98,2,Distance,2.015488515,2.174338011,82.63952713,2.03E-05,TRUE,CELL_LINE_2_Cell_98,CELL_LINE_2
99,2,Distance,3.810657824,4.606066136,39.07888497,2.49E-06,TRUE,CELL_LINE_2_Cell_99,CELL_LINE_2
100,2,Distance,4.154631051,4.481529345,27.3657931,2.63E-05,TRUE,CELL_LINE_2_Cell_100,CELL_LINE_2
101,2,Distance,1.806539461,2.222096991,27.02001027,2.72E-05,TRUE,CELL_LINE_2_Cell_101,CELL_LINE_2
102,2,Distance,2.830250558,3.433431824,39.79016634,7.15E-07,TRUE,CELL_LINE_2_Cell_102,CELL_LINE_2
103,2,Distance,1.857934633,2.203008746,38.03592959,0.000138884,TRUE,CELL_LINE_2_Cell_103,CELL_LINE_2
104,2,Distance,2.299479304,2.789815531,54.76203879,0.000127368,TRUE,CELL_LINE_2_Cell_104,CELL_LINE_2
105,2,Distance,3.615474899,5.09200469,28.72033172,0.000232567,TRUE,CELL_LINE_2_Cell_105,CELL_LINE_2
106,2,Distance,1.700112524,2.043891804,28.31095382,1.39E-05,TRUE,CELL_LINE_2_Cell_106,CELL_LINE_2
107,2,Distance,1.824312854,2.107332459,58.55552075,9.11E-05,TRUE,CELL_LINE_2_Cell_107,CELL_LINE_2
108,2,Distance,2.210017176,2.598451838,77.08504872,0.00027752,TRUE,CELL_LINE_2_Cell_108,CELL_LINE_2
109,2,Distance,1.364048519,1.654367548,28.47282777,0.000191389,TRUE,CELL_LINE_2_Cell_109,CELL_LINE_2
110,2,Distance,3.902028944,4.921046265,43.38709247,0.000166388,TRUE,CELL_LINE_2_Cell_110,CELL_LINE_2
111,2,Distance,1.801489674,2.234197084,73.77221916,3.25E-07,TRUE,CELL_LINE_2_Cell_111,CELL_LINE_2
112,2,Distance,1.854672064,2.194694937,19.45068902,1.60E-05,TRUE,CELL_LINE_2_Cell_112,CELL_LINE_2
113,2,Distance,2.49832545,2.77170305,43.72228362,0.000450099,TRUE,CELL_LINE_2_Cell_113,CELL_LINE_2
114,2,Distance,1.826731116,2.063943117,47.92674357,0.000272151,TRUE,CELL_LINE_2_Cell_114,CELL_LINE_2
115,2,Distance,2.384535265,2.920670167,27.11423958,3.08E-06,TRUE,CELL_LINE_2_Cell_115,CELL_LINE_2
116,2,Distance,1.731531111,2.246382285,45.40137009,0.000761227,TRUE,CELL_LINE_2_Cell_116,CELL_LINE_2
117,2,Distance,2.393287598,3.120048436,29.77254711,9.49E-05,TRUE,CELL_LINE_2_Cell_117,CELL_LINE_2
118,2,Distance,3.822708874,4.791408021,22.85851048,0.000993317,TRUE,CELL_LINE_2_Cell_118,CELL_LINE_2
119,2,Distance,2.906788151,3.832359335,41.34946174,7.53E-05,TRUE,CELL_LINE_2_Cell_119,CELL_LINE_2
120,2,Distance,4.315905831,4.622201745,205.2060598,2.42E-05,TRUE,CELL_LINE_2_Cell_120,CELL_LINE_2
121,2,Distance,2.270548026,2.626533112,108.7024362,6.57E-05,TRUE,CELL_LINE_2_Cell_121,CELL_LINE_2
122,2,Distance,2.689511409,3.903422591,23.35341316,1.74E-05,TRUE,CELL_LINE_2_Cell_122,CELL_LINE_2
123,2,Distance,3.311306075,4.07172838,33.50071312,1.72E-05,TRUE,CELL_LINE_2_Cell_123,CELL_LINE_2
124,2,Distance,4.281027478,5.057132903,29.6430634,5.64E-05,TRUE,CELL_LINE_2_Cell_124,CELL_LINE_2
125,2,Distance,2.109830691,2.818088428,19.97222256,0.000125052,TRUE,CELL_LINE_2_Cell_125,CELL_LINE_2
126,2,Distance,2.47116395,2.949273032,81.88599157,7.01E-05,TRUE,CELL_LINE_2_Cell_126,CELL_LINE_2
127,2,Distance,2.238881297,2.68933154,61.35618912,9.04E-05,TRUE,CELL_LINE_2_Cell_127,CELL_LINE_2
128,2,Distance,1.906068432,2.5852851,43.42834512,4.95E-05,TRUE,CELL_LINE_2_Cell_128,CELL_LINE_2
129,2,Distance,2.291780724,2.920310463,23.18088376,4.71E-06,TRUE,CELL_LINE_2_Cell_129,CELL_LINE_2
130,2,Distance,3.868669375,4.205955723,33.34236947,3.82E-06,TRUE,CELL_LINE_2_Cell_130,CELL_LINE_2
131,2,Distance,2.022468132,2.483054696,40.36204792,3.47E-05,TRUE,CELL_LINE_2_Cell_131,CELL_LINE_2
132,2,Distance,2.360747555,3.069214986,83.59468132,0.000167805,TRUE,CELL_LINE_2_Cell_132,CELL_LINE_2
133,2,Distance,2.005344266,3.278796354,50.54201839,6.37E-05,TRUE,CELL_LINE_2_Cell_133,CELL_LINE_2
134,2,Distance,2.281080729,2.797143732,29.57111948,0.00014018,TRUE,CELL_LINE_2_Cell_134,CELL_LINE_2
135,2,Distance,1.280727403,1.514472862,63.37907396,0.000304896,TRUE,CELL_LINE_2_Cell_135,CELL_LINE_2
136,2,Distance,26.31310158,41.16316327,207.7088279,0.654404722,FALSE,CELL_LINE_2_Cell_136,CELL_LINE_2
137,2,Distance,4.948249547,6.476222493,94.96112602,0.000207281,TRUE,CELL_LINE_2_Cell_137,CELL_LINE_2
138,2,Distance,1.728957397,1.933496283,25.31673868,0.000758946,TRUE,CELL_LINE_2_Cell_138,CELL_LINE_2
139,2,Distance,1.827985604,2.365818546,35.16985705,0.000284088,TRUE,CELL_LINE_2_Cell_139,CELL_LINE_2
140,2,Distance,1.91806992,2.393631012,51.17724731,1.49E-05,TRUE,CELL_LINE_2_Cell_140,CELL_LINE_2
141,2,Distance,2.068340375,2.469621301,37.6680806,0.000203882,TRUE,CELL_LINE_2_Cell_141,CELL_LINE_2
142,2,Distance,3.401464032,4.369455529,29.48423817,0.000315724,TRUE,CELL_LINE_2_Cell_142,CELL_LINE_2
143,2,Distance,2.531409164,2.987431317,28.55794478,3.14E-05,TRUE,CELL_LINE_2_Cell_143,CELL_LINE_2
144,2,Distance,2.274161572,2.906916497,52.82532303,3.13E-05,TRUE,CELL_LINE_2_Cell_144,CELL_LINE_2
145,2,Distance,3.273875377,3.4277544,80.79774747,7.42E-06,TRUE,CELL_LINE_2_Cell_145,CELL_LINE_2
146,2,Distance,4.512026215,5.273857986,32.26269913,6.88E-05,TRUE,CELL_LINE_2_Cell_146,CELL_LINE_2
147,2,Distance,2.015854577,2.364390602,27.94160823,1.34E-05,TRUE,CELL_LINE_2_Cell_147,CELL_LINE_2
148,2,Distance,3.510814598,4.155294079,25.0703974,2.01E-05,TRUE,CELL_LINE_2_Cell_148,CELL_LINE_2
149,2,Distance,3.22272853,3.686675537,125.8920197,1.01E-06,TRUE,CELL_LINE_2_Cell_149,CELL_LINE_2
150,2,Distance,1.716100622,2.11190398,62.82879959,0.000181656,TRUE,CELL_LINE_2_Cell_150,CELL_LINE_2
151,2,Distance,1.827655665,2.089931586,33.45524077,8.39E-06,TRUE,CELL_LINE_2_Cell_151,CELL_LINE_2
152,2,Distance,3.903759164,5.015356266,50.46237795,0.000716355,TRUE,CELL_LINE_2_Cell_152,CELL_LINE_2
153,2,Distance,3.323564826,3.677061313,72.71576082,3.76E-05,TRUE,CELL_LINE_2_Cell_153,CELL_LINE_2
154,2,Distance,2.512878132,3.15294708,169.4949114,0.000875404,TRUE,CELL_LINE_2_Cell_154,CELL_LINE_2
155,2,Distance,2.715986983,3.522001446,46.36084854,0.001363848,TRUE,CELL_LINE_2_Cell_155,CELL_LINE_2
156,2,Distance,3.023993533,3.393175188,44.02846025,6.28E-07,TRUE,CELL_LINE_2_Cell_156,CELL_LINE_2
157,2,Distance,6.00442441,6.628279727,39.93388801,0.000178597,TRUE,CELL_LINE_2_Cell_157,CELL_LINE_2
158,2,Distance,2.860650756,3.560293076,20.45730029,0.001291767,TRUE,CELL_LINE_2_Cell_158,CELL_LINE_2
159,2,Distance,2.273422999,2.620114724,47.26460149,2.55E-06,TRUE,CELL_LINE_2_Cell_159,CELL_LINE_2
160,2,Distance,1.748697371,2.24566965,22.89258607,6.72E-05,TRUE,CELL_LINE_2_Cell_160,CELL_LINE_2
161,2,Distance,1.952585454,2.63536514,47.32154849,0.00015432,TRUE,CELL_LINE_2_Cell_161,CELL_LINE_2
162,2,Distance,3.598796087,4.249439821,27.30774899,0.000947382,TRUE,CELL_LINE_2_Cell_162,CELL_LINE_2
163,2,Distance,2.217275144,3.022733135,24.82937364,1.41E-06,TRUE,CELL_LINE_2_Cell_163,CELL_LINE_2
164,2,Distance,1.569153929,2.164754583,13.74404457,1.83E-05,TRUE,CELL_LINE_2_Cell_164,CELL_LINE_2
165,2,Distance,3.0370859,3.640723835,32.43808307,6.97E-06,TRUE,CELL_LINE_2_Cell_165,CELL_LINE_2
166,2,Distance,2.999439472,3.374542859,86.60086947,3.08E-06,TRUE,CELL_LINE_2_Cell_166,CELL_LINE_2
167,2,Distance,3.669085422,5.122393263,23.43412863,0.008234294,TRUE,CELL_LINE_2_Cell_167,CELL_LINE_2
168,2,Distance,3.36337163,3.67521837,126.4375595,4.65E-07,TRUE,CELL_LINE_2_Cell_168,CELL_LINE_2
169,2,Distance,2.012270956,2.39399129,100.5734285,1.16E-05,TRUE,CELL_LINE_2_Cell_169,CELL_LINE_2
170,2,Distance,2.458708609,2.86903351,51.01110698,1.06E-06,TRUE,CELL_LINE_2_Cell_170,CELL_LINE_2
171,2,Distance,3.416310033,4.139971477,27.00339673,0.002069633,TRUE,CELL_LINE_2_Cell_171,CELL_LINE_2
172,2,Distance,1.938885606,2.632274352,61.15808029,1.33E-05,TRUE,CELL_LINE_2_Cell_172,CELL_LINE_2
173,2,Distance,1.563013167,2.11901417,35.56684217,0.000474241,TRUE,CELL_LINE_2_Cell_173,CELL_LINE_2
174,2,Distance,2.399178087,2.541254036,28.2567734,1.34E-06,TRUE,CELL_LINE_2_Cell_174,CELL_LINE_2
175,2,Distance,2.093654752,2.331827112,61.92498604,1.73E-06,TRUE,CELL_LINE_2_Cell_175,CELL_LINE_2
176,2,Distance,2.0735981,2.632512165,48.41388249,0.000436052,TRUE,CELL_LINE_2_Cell_176,CELL_LINE_2
177,2,Distance,2.137703783,2.324167644,58.34120753,2.19E-07,TRUE,CELL_LINE_2_Cell_177,CELL_LINE_2
178,2,Distance,3.569053212,3.949363615,1010.541061,4.68E-06,TRUE,CELL_LINE_2_Cell_178,CELL_LINE_2
179,2,Distance,2.154881367,2.740223758,183.8759565,6.28E-07,TRUE,CELL_LINE_2_Cell_179,CELL_LINE_2
180,2,Distance,2.158196565,2.551117934,50.10894303,4.13E-05,TRUE,CELL_LINE_2_Cell_180,CELL_LINE_2
181,2,Distance,1.888502758,2.379430108,22.74447347,0.000355362,TRUE,CELL_LINE_2_Cell_181,CELL_LINE_2
182,2,Distance,2.7775728,3.369632532,31.11385431,0.024318699,TRUE,CELL_LINE_2_Cell_182,CELL_LINE_2
183,2,Distance,4.446702585,6.033641487,23.18956231,0.000191822,TRUE,CELL_LINE_2_Cell_183,CELL_LINE_2
184,2,Distance,3.183653208,3.718557286,160.9672052,0.001464333,TRUE,CELL_LINE_2_Cell_184,CELL_LINE_2
185,2,Distance,3.351090041,4.77525884,21.0836615,3.04E-06,TRUE,CELL_LINE_2_Cell_185,CELL_LINE_2
186,2,Distance,3.026379357,3.50932379,178.3136775,2.64E-05,TRUE,CELL_LINE_2_Cell_186,CELL_LINE_2
187,2,Distance,2.106119971,2.521031067,21.60295336,0.000198623,TRUE,CELL_LINE_2_Cell_187,CELL_LINE_2
188,2,Distance,1.248417132,1.55012682,23.38244626,0.000567895,TRUE,CELL_LINE_2_Cell_188,CELL_LINE_2
189,2,Distance,2.288989057,2.36828182,45.45579687,0.00224738,TRUE,CELL_LINE_2_Cell_189,CELL_LINE_2
190,2,Distance,1.87079809,1.88082792,30.67882461,0.000153904,TRUE,CELL_LINE_2_Cell_190,CELL_LINE_2
191,2,Distance,1.1150231,1.222031713,47.25648043,1.31E-09,TRUE,CELL_LINE_2_Cell_191,CELL_LINE_2
192,2,Distance,2.797212375,2.807753397,55.6852989,4.55E-08,TRUE,CELL_LINE_2_Cell_192,CELL_LINE_2
193,2,Distance,3.147283179,3.173988843,139.9702068,0.526824154,FALSE,CELL_LINE_2_Cell_193,CELL_LINE_2
194,2,Distance,3.455708758,3.484775759,17.69384755,0.001893248,TRUE,CELL_LINE_2_Cell_194,CELL_LINE_2
195,2,Distance,2.002997107,2.174498297,14.21099614,4.78E-08,TRUE,CELL_LINE_2_Cell_195,CELL_LINE_2
196,2,Distance,3.467431246,3.492716091,18.55230486,2.81E-08,TRUE,CELL_LINE_2_Cell_196,CELL_LINE_2
197,2,Distance,1.181029241,1.409026169,10.37598331,9.92E-08,TRUE,CELL_LINE_2_Cell_197,CELL_LINE_2
198,2,Distance,86.05683073,146.1226658,1507.132056,5.09E-07,TRUE,CELL_LINE_2_Cell_198,CELL_LINE_2
199,2,Distance,2.396272659,2.787203364,213.1428519,1.54E-05,TRUE,CELL_LINE_2_Cell_199,CELL_LINE_2
200,2,Distance,2.231811615,2.967346099,42.78933208,0.000865816,TRUE,CELL_LINE_2_Cell_200,CELL_LINE_2
201,2,Distance,3.185604514,3.876660565,34.17796776,0.001012568,TRUE,CELL_LINE_2_Cell_201,CELL_LINE_2
202,2,Distance,1.381998893,1.5990065,18.63775218,1.46E-06,TRUE,CELL_LINE_2_Cell_202,CELL_LINE_2
203,2,Distance,2.48452402,2.689178758,67.1620304,0.000282509,TRUE,CELL_LINE_2_Cell_203,CELL_LINE_2
204,2,Distance,3.838676235,4.670793018,68.47976152,6.82E-06,TRUE,CELL_LINE_2_Cell_204,CELL_LINE_2
205,2,Distance,1.886554788,2.437414376,31.15217293,1.12E-06,TRUE,CELL_LINE_2_Cell_205,CELL_LINE_2
206,2,Distance,1.950854067,2.872166394,19.43477137,0.00173027,TRUE,CELL_LINE_2_Cell_206,CELL_LINE_2
