First Image Number,First Object Number,Second Image Number,Second Object Number,Center_X_First,Center_Y_First,Center_X_Second,Center_Y_Second,Distance,Speed_per_Hour,Acceleration
35,14,36,21,924.7231404958678,94.7603305785124,913.053125,107.4,17.203212047704447,17.203212047704447,14.974251818122433
36,14,37,14,985.2924791086352,82.72980501392757,982.4879356568364,78.04825737265415,5.457320981080422,5.457320981080422,-11.745891066624026
37,14,38,11,982.4879356568364,78.04825737265415,982.1324921135648,69.25236593059937,8.803070281036383,8.803070281036383,3.345749299955961
38,14,39,12,1041.763872491145,72.82408500590319,1051.0492813141684,80.5,12.04734360791953,12.04734360791953,3.244273326883146
39,14,40,9,1019.536939313984,89.2915567282322,1011.5056433408578,76.9841986455982,14.696012315663397,14.696012315663397,2.6486687077438678
39,14,40,14,1019.536939313984,89.2915567282322,1017.88,96.22181818181818,7.125585709630162,7.125585709630162,-7.5704266060332355
40,14,41,12,1017.88,96.22181818181818,1002.2190669371196,95.71805273833672,15.669033282945923,15.669033282945923,8.543447573315762
40,14,41,10,1017.88,96.22181818181818,1032.813163481953,94.53290870488324,15.028366072198878,15.028366072198878,-0.6406672107470452
41,14,42,15,1098.62,109.67,1099.94708994709,108.48677248677248,1.7779749929980189,1.7779749929980189,-13.25039107920086
42,14,43,16,820.8214285714286,103.35,825.2393162393163,104.26495726495726,4.5116380886295095,4.5116380886295095,2.7336630956314907
43,14,44,9,1024.3529411764705,90.46104928457868,1032.6909722222222,77.00173611111111,15.832746850164575,15.832746850164575,11.321108761535065
44,14,45,19,1099.608938547486,106.59776536312847,1100.246753246753,105.012987012987,1.7083120352201973,1.7083120352201973,-14.124434814944378
45,14,46,12,545.344537815126,87.60504201680672,544.3508771929825,88.04093567251462,1.0850643810784517,1.0850643810784517,-0.6232476541417455
46,14,47,17,838.494623655914,99.49462365591398,829.5696202531645,94.69620253164555,10.133140235135135,10.133140235135135,9.048075854056684
47,14,48,14,1134.5736434108528,86.25581395348837,1124.460396039604,82.61881188118812,10.747351137186754,10.747351137186754,0.6142109020516191
48,14,49,17,1124.460396039604,82.61881188118812,1121.1605504587155,87.97247706422019,6.288935661120901,6.288935661120901,-4.458415476065854
49,14,50,15,948.4145077720208,78.42487046632124,947.1981981981982,84.72972972972973,6.421110442186803,6.421110442186803,0.13217478106590264
50,14,51,18,897.2419006479481,82.67386609071275,914.5517928286852,90.38247011952193,18.948745166414444,18.948745166414444,12.52763472422764
52,14,53,18,551.1129707112971,93.13389121338912,552.8786610878661,97.43096234309624,4.645695082511448,4.645695082511448,-14.303050083902995
53,14,54,14,1072.764705882353,72.29411764705883,1086.1557788944724,60.86934673366834,17.602449455668605,17.602449455668605,12.956754373157157
53,14,54,20,1072.764705882353,72.29411764705883,1067.3053691275168,83.94295302013423,12.864669578023282,12.864669578023282,-4.737779877645323
54,14,55,11,1086.1557788944724,60.86934673366834,1085.0454545454545,62.90151515151515,2.3157134189091795,2.3157134189091795,-10.548956159114102
55,14,56,15,1068.762987012987,79.38311688311688,1069.2014652014652,80.94139194139194,1.6187909929985738,1.6187909929985738,-0.6969224259106057
57,14,58,14,1067.1028037383178,84.75700934579439,1067.6948051948052,80.20779220779221,4.587574772488831,4.587574772488831,2.9687837794902574
58,14,59,14,1067.6948051948052,80.20779220779221,1069.4574132492114,62.48580441640379,17.809425550297178,17.809425550297178,13.221850777808346
58,14,59,20,1067.6948051948052,80.20779220779221,1069.0777202072538,84.20207253886011,4.226905404052904,4.226905404052904,-13.582520146244274
59,14,60,11,1069.4574132492114,62.48580441640379,1046.334200260078,57.03250975292588,23.75755462221535,23.75755462221535,19.530649218162445
59,14,60,14,1069.4574132492114,62.48580441640379,1082.7126099706743,78.68768328445748,20.933253903293796,20.933253903293796,-2.8243007189215525
60,14,61,15,1082.7126099706743,78.68768328445748,1077.414551607445,92.77664974619287,15.052189155737073,15.052189155737073,-5.881064747556723
61,14,62,11,892.3451776649746,80.29441624365482,893.6083650190114,81.55133079847909,1.7819866692901256,1.7819866692901256,-13.270202486446948
62,14,63,16,871.6902173913044,103.97282608695652,871.8019323671498,108.04347826086956,4.072184838242385,4.072184838242385,2.2901981689522595
63,14,64,10,774.2811320754716,92.37735849056604,754.2924281984334,80.05483028720627,23.481758537352352,23.481758537352352,19.409573699109966
65,14,66,19,883.9240506329114,165.67088607594937,882.28,167.41,2.393202817231187,2.393202817231187,-21.088555720121164
